Id,SalePrice
1461,109160.625
1462,148926.34
1463,184736.47
1464,208831.64
1465,178261.73
1466,179433.64
1467,185244.34
1468,172739.19
1469,192107.14
1470,109207.766
1471,193996.62
1472,93080.14
1473,93275.7
1474,137705.64
1475,83333.69
1476,315628.16
1477,249384.05
1478,287441.66
1479,277509.53
1480,421749.8
1481,299652.62
1482,209279.27
1483,186716.14
1484,175153.44
1485,196306.52
1486,203550.89
1487,297626.4
1488,239517.14
1489,196563.27
1490,238441.05
1491,205832.14
1492,82058.8
1493,198481.67
1494,279120.97
1495,267012.22
1496,225238.33
1497,163056.05
1498,159366.12
1499,160880.17
1500,160369.16
1501,210862.1
1502,154020.6
1503,269679.7
1504,241333.73
1505,230599.77
1506,200672.86
1507,252602.52
1508,199680.58
1509,152346.53
1510,161829.36
1511,143390.27
1512,185068.67
1513,136871.34
1514,165975.06
1515,203064.55
1516,157987.17
1517,160022.84
1518,120050.95
1519,230123.48
1520,119553.77
1521,125184.97
1522,194876.08
1523,89423.66
1524,97923.234
1525,103136.67
1526,97520.234
1527,109584.53
1528,129476.3
1529,138173.86
1530,214692.08
1531,138005.2
1532,88059.64
1533,143376.69
1534,115153.95
1535,150567.19
1536,104855.69
1537,74185.59
1538,159656.17
1539,193871.11
1540,118482.03
1541,143467.58
1542,128063.78
1543,173631.38
1544,75083.734
1545,99120.234
1546,141944.0
1547,135590.94
1548,122777.2
1549,121114.47
1550,131791.19
1551,102640.234
1552,136944.92
1553,156891.48
1554,96203.9
1555,170862.67
1556,77798.766
1557,98629.95
1558,81196.28
1559,80832.08
1560,118579.69
1561,126707.58
1562,126264.28
1563,114873.33
1564,159841.9
1565,150121.27
1566,236582.98
1567,74990.53
1568,245879.2
1569,138158.88
1570,134541.06
1571,103751.56
1572,146762.84
1573,226396.22
1574,138112.1
1575,228005.3
1576,257803.5
1577,190604.05
1578,146233.53
1579,139290.94
1580,193947.73
1581,156300.9
1582,120760.72
1583,298320.7
1584,231252.61
1585,153392.27
1586,62432.38
1587,83536.0
1588,142540.53
1589,109230.17
1590,120044.03
1591,80622.2
1592,136247.1
1593,118345.89
1594,109940.016
1595,109292.44
1596,215177.23
1597,182445.89
1598,198690.17
1599,166442.83
1600,167311.52
1601,45502.25
1602,113007.44
1603,59749.406
1604,257086.48
1605,245516.02
1606,156471.19
1607,168922.77
1608,232955.89
1609,188750.89
1610,165521.75
1611,145457.06
1612,189806.27
1613,189303.17
1614,126144.44
1615,85364.766
1616,67311.586
1617,81617.8
1618,109214.375
1619,144249.11
1620,184208.7
1621,130391.56
1622,146163.55
1623,254226.58
1624,236708.9
1625,106702.92
1626,193173.86
1627,198864.89
1628,266191.16
1629,169505.6
1630,294998.78
1631,211286.11
1632,221333.05
1633,180050.31
1634,200734.8
1635,185953.14
1636,159464.8
1637,207842.77
1638,201507.97
1639,196065.77
1640,231576.27
1641,182264.55
1642,233378.47
1643,216490.23
1644,223938.45
1645,221790.97
1646,161459.05
1647,154298.94
1648,128265.875
1649,135618.1
1650,123296.13
1651,121579.97
1652,98892.22
1653,96122.58
1654,137450.38
1655,111696.59
1656,130308.55
1657,141792.8
1658,142866.95
1659,100338.75
1660,156087.7
1661,388960.34
1662,318230.3
1663,328059.66
1664,399123.9
1665,287655.72
1666,311307.4
1667,322194.75
1668,308811.78
1669,278354.62
1670,308930.7
1671,273707.75
1672,366883.3
1673,287868.44
1674,252167.3
1675,203543.39
1676,204432.05
1677,223086.73
1678,399106.4
1679,341319.2
1680,287436.1
1681,238636.58
1682,302318.7
1683,196970.02
1684,190329.33
1685,187155.77
1686,176678.27
1687,178663.11
1688,206788.8
1689,203901.78
1690,211326.64
1691,203012.83
1692,253489.83
1693,173650.86
1694,191879.58
1695,163400.56
1696,265391.72
1697,173125.94
1698,320766.97
1699,302774.56
1700,259296.77
1701,266032.25
1702,253216.48
1703,253395.55
1704,271047.6
1705,249362.64
1706,347744.25
1707,218647.77
1708,212744.98
1709,265120.97
1710,224123.67
1711,271374.8
1712,255008.02
1713,264269.78
1714,225748.48
1715,206062.23
1716,188852.78
1717,190333.03
1718,135418.33
1719,215034.98
1720,231249.64
1721,179326.6
1722,126976.56
1723,172561.94
1724,214649.73
1725,229828.64
1726,190804.23
1727,152067.81
1728,185040.19
1729,164396.69
1730,157023.25
1731,109075.55
1732,143009.31
1733,102180.734
1734,105216.58
1735,118121.7
1736,90957.61
1737,287942.28
1738,240740.92
1739,250391.73
1740,228133.56
1741,201873.66
1742,184198.97
1743,187999.12
1744,298461.62
1745,217350.92
1746,181628.25
1747,216611.73
1748,225680.11
1749,149134.42
1750,124153.08
1751,253100.92
1752,97025.914
1753,157332.14
1754,200676.34
1755,171415.08
1756,132037.75
1757,105812.41
1758,151378.27
1759,169864.19
1760,174983.97
1761,177517.67
1762,170609.6
1763,172674.97
1764,98844.28
1765,160632.05
1766,195577.11
1767,236197.52
1768,138192.19
1769,163138.92
1770,161349.48
1771,104334.22
1772,123930.41
1773,123798.125
1774,166827.25
1775,127462.78
1776,122147.61
1777,95019.72
1778,133543.16
1779,127952.25
1780,166101.8
1781,109544.484
1782,77813.72
1783,159220.97
1784,105699.766
1785,116481.56
1786,151752.12
1787,169959.27
1788,58696.637
1789,100644.94
1790,76121.195
1791,218224.14
1792,157129.52
1793,126655.08
1794,166227.61
1795,118326.7
1796,109381.69
1797,134040.72
1798,104823.95
1799,90284.28
1800,99927.72
1801,131154.39
1802,144507.17
1803,156227.58
1804,134803.44
1805,128339.97
1806,114751.125
1807,138866.64
1808,125105.78
1809,126139.14
1810,130758.625
1811,80286.2
1812,92407.03
1813,107827.734
1814,83548.33
1815,51077.375
1816,81446.22
1817,125927.766
1818,155920.98
1819,119666.56
1820,54672.504
1821,101267.36
1822,150824.11
1823,36266.27
1824,129957.875
1825,135157.67
1826,95065.75
1827,94469.016
1828,133080.0
1829,164348.92
1830,143662.2
1831,136649.3
1832,87853.61
1833,124961.41
1834,113522.66
1835,141700.77
1836,110501.69
1837,83934.39
1838,107317.97
1839,91525.0
1840,156963.97
1841,123271.39
1842,92981.47
1843,149926.08
1844,123789.42
1845,144384.17
1846,140129.48
1847,173736.67
1848,43413.02
1849,120367.766
1850,107844.93
1851,131815.1
1852,114461.08
1853,133138.45
1854,162928.22
1855,142111.69
1856,234488.1
1857,141554.17
1858,132227.75
1859,104461.664
1860,152333.92
1861,108369.5
1862,310917.7
1863,304085.1
1864,304102.12
1865,310942.66
1866,304777.44
1867,234538.39
1868,291818.22
1869,215088.55
1870,234763.02
1871,253086.83
1872,191621.52
1873,246804.89
1874,150532.25
1875,201096.2
1876,209952.67
1877,214437.17
1878,218583.25
1879,121472.75
1880,126638.78
1881,261906.02
1882,245298.61
1883,191182.55
1884,203833.08
1885,231935.14
1886,269353.66
1887,227592.23
1888,266153.28
1889,185323.89
1890,126091.375
1891,131513.6
1892,81791.16
1893,117717.19
1894,122146.86
1895,132967.44
1896,108407.66
1897,113524.125
1898,107350.09
1899,145468.47
1900,132038.98
1901,156679.34
1902,141700.89
1903,197927.19
1904,128933.34
1905,192081.86
1906,156466.06
1907,212975.4
1908,101557.086
1909,137094.5
1910,113921.39
1911,211082.1
1912,279886.34
1913,198014.81
1914,49350.484
1915,273608.16
1916,46535.492
1917,240361.14
1918,129312.97
1919,177100.81
1920,172375.38
1921,335827.12
1922,295798.3
1923,218097.0
1924,257378.8
1925,219713.38
1926,332385.4
1927,119892.33
1928,173847.8
1929,103524.67
1930,115974.484
1931,145062.2
1932,139001.38
1933,179157.62
1934,188362.17
1935,182038.0
1936,196529.83
1937,188279.2
1938,184082.77
1939,226548.12
1940,182418.02
1941,179171.42
1942,181097.42
1943,198251.61
1944,309864.44
1945,314297.53
1946,141716.6
1947,259957.02
1948,182497.34
1949,231322.12
1950,194888.45
1951,253349.56
1952,210883.8
1953,191783.38
1954,189410.23
1955,129645.2
1956,284772.16
1957,152370.7
1958,281906.06
1959,141993.77
1960,89758.11
1961,121917.34
1962,88025.25
1963,108658.44
1964,105606.91
1965,128350.08
1966,120496.09
1967,290705.6
1968,361892.12
1969,330744.47
1970,356202.94
1971,386564.3
1972,336560.97
1973,270705.56
1974,306128.16
1975,397438.7
1976,280373.94
1977,343453.9
1978,315374.47
1979,297325.16
1980,205440.64
1981,312653.75
1982,220960.77
1983,204022.8
1984,178980.8
1985,237246.58
1986,225162.7
1987,189107.45
1988,193002.52
1989,203362.83
1990,221898.58
1991,229197.77
1992,233161.27
1993,180668.98
1994,222596.77
1995,193667.58
1996,278303.38
1997,287010.03
1998,300599.28
1999,278602.22
2000,288400.9
2001,281515.53
2002,244139.33
2003,258082.77
2004,286838.75
2005,222141.77
2006,218109.42
2007,254245.2
2008,224817.94
2009,209005.86
2010,204635.42
2011,146150.86
2012,184003.11
2013,180812.33
2014,193566.36
2015,199241.9
2016,203910.05
2017,198080.67
2018,109786.484
2019,135737.83
2020,84363.61
2021,81351.64
2022,198913.23
2023,127779.23
2024,281026.47
2025,326459.12
2026,169501.25
2027,164744.3
2028,151709.1
2029,167277.27
2030,251709.05
2031,227861.7
2032,230846.61
2033,233210.95
2034,166684.78
2035,231790.89
2036,208717.61
2037,208799.03
2038,256521.4
2039,203863.19
2040,301911.06
2041,261819.36
2042,208386.52
2043,178419.8
2044,182065.97
2045,188232.88
2046,134868.06
2047,140581.02
2048,148301.84
2049,149305.33
2050,156307.48
2051,94092.95
2052,122395.984
2053,144960.28
2054,66407.04
2055,151331.98
2056,142025.45
2057,100764.31
2058,225553.81
2059,137273.83
2060,182694.95
2061,181491.27
2062,116051.78
2063,96813.33
2064,140032.83
2065,107145.33
2066,171832.69
2067,141154.98
2068,144111.48
2069,71667.336
2070,92387.83
2071,105102.31
2072,161256.38
2073,126532.03
2074,171464.28
2075,151027.8
2076,115632.86
2077,150310.66
2078,109314.69
2079,130745.91
2080,97101.734
2081,103051.35
2082,133317.7
2083,138885.2
2084,89770.234
2085,102014.234
2086,136277.34
2087,122468.19
2088,100640.016
2089,59940.465
2090,128880.19
2091,97704.59
2092,148018.25
2093,114949.3
2094,110662.66
2095,127444.78
2096,72636.32
2097,96230.84
2098,144867.9
2099,40882.992
2100,88539.8
2101,125785.484
2102,116771.69
2103,88196.92
2104,119664.41
2105,137400.45
2106,55051.402
2107,211982.02
2108,115885.91
2109,103268.3
2110,125966.164
2111,133958.27
2112,130458.89
2113,106491.22
2114,102920.97
2115,141115.73
2116,118216.14
2117,155160.61
2118,99618.39
2119,100534.16
2120,107920.14
2121,94109.94
2122,119049.16
2123,79292.984
2124,148647.67
2125,148025.5
2126,168867.3
2127,160570.11
2128,124540.516
2129,82278.42
2130,127989.016
2131,153672.12
2132,114114.7
2133,127168.17
2134,119219.83
2135,102521.42
2136,49261.992
2137,111399.016
2138,126303.14
2139,148209.19
2140,130570.19
2141,138958.69
2142,119880.47
2143,144139.55
2144,100076.14
2145,145770.14
2146,161202.81
2147,169008.06
2148,137864.58
2149,140774.27
2150,222301.77
2151,93363.375
2152,167359.56
2153,183697.28
2154,94092.266
2155,140370.66
2156,247561.14
2157,246568.33
2158,231863.77
2159,210875.3
2160,194394.05
2161,244789.92
2162,358091.8
2163,332911.78
2164,245027.66
2165,185823.23
2166,163516.36
2167,221192.3
2168,199667.42
2169,197841.58
2170,212857.62
2171,154742.55
2172,139487.83
2173,172913.69
2174,228148.08
2175,276316.47
2176,280021.72
2177,230997.89
2178,220936.8
2179,147372.55
2180,223567.6
2181,200052.86
2182,227784.48
2183,198287.55
2184,118142.375
2185,122103.45
2186,153139.7
2187,156235.61
2188,147771.97
2189,306603.97
2190,56843.715
2191,59735.285
2192,73572.75
2193,109281.08
2194,112883.09
2195,83596.15
2196,88800.61
2197,116144.11
2198,148853.94
2199,186078.86
2200,136784.33
2201,145154.3
2202,168339.02
2203,144803.44
2204,155437.44
2205,100987.75
2206,134589.44
2207,197616.22
2208,244825.33
2209,218041.78
2210,109569.73
2211,106767.234
2212,107889.45
2213,93582.375
2214,134226.05
2215,95616.92
2216,145170.94
2217,59202.75
2218,61168.31
2219,59552.027
2220,59596.105
2221,275992.25
2222,260389.67
2223,296244.47
2224,228115.61
2225,128842.08
2226,202941.89
2227,210283.61
2228,273828.75
2229,251467.08
2230,158449.56
2231,224472.7
2232,198718.33
2233,197546.5
2234,254791.77
2235,232331.27
2236,261798.8
2237,321476.53
2238,219471.83
2239,107598.69
2240,165466.05
2241,164154.08
2242,131255.06
2243,123806.28
2244,104317.16
2245,89103.625
2246,119747.55
2247,125223.875
2248,113399.19
2249,113565.86
2250,120193.61
2251,113403.55
2252,191085.48
2253,159435.9
2254,174017.48
2255,204865.81
2256,172741.4
2257,216725.33
2258,158834.64
