Id,SalePrice
1461,109414.08
1462,147857.98
1463,182682.9
1464,192471.36
1465,207182.66
1466,171726.61
1467,181774.2
1468,159333.34
1469,204226.12
1470,117972.43
1471,159346.48
1472,99510.945
1473,93601.85
1474,143063.05
1475,105764.3
1476,372817.7
1477,259440.72
1478,318732.3
1479,315284.94
1480,467826.88
1481,310825.88
1482,211147.2
1483,174147.44
1484,163098.89
1485,187952.55
1486,189297.67
1487,338539.56
1488,221894.33
1489,202298.9
1490,256721.94
1491,197978.52
1492,104398.38
1493,205706.72
1494,320528.2
1495,288992.7
1496,247342.19
1497,173014.78
1498,177907.1
1499,163801.66
1500,151312.47
1501,192284.12
1502,134514.12
1503,318799.9
1504,236902.95
1505,225784.66
1506,189408.12
1507,248570.44
1508,194458.02
1509,154225.73
1510,144365.42
1511,161030.81
1512,177619.53
1513,157147.56
1514,163878.31
1515,207747.9
1516,160593.98
1517,176567.3
1518,119779.75
1519,210760.56
1520,125250.914
1521,130968.1
1522,189017.47
1523,111380.11
1524,122709.61
1525,117798.016
1526,108945.43
1527,107972.81
1528,129857.04
1529,156989.42
1530,208446.75
1531,137294.62
1532,99515.27
1533,155876.58
1534,122709.09
1535,148346.52
1536,94111.98
1537,48795.527
1538,154651.1
1539,209755.75
1540,123087.84
1541,138676.53
1542,155984.08
1543,182990.5
1544,81399.48
1545,122074.375
1546,143294.42
1547,136475.44
1548,151222.73
1549,128636.07
1550,149647.55
1551,109200.65
1552,165109.31
1553,151992.69
1554,124031.68
1555,152289.8
1556,67223.54
1557,133583.5
1558,104247.32
1559,64207.01
1560,131920.55
1561,112478.44
1562,129375.945
1563,130551.12
1564,156591.34
1565,152176.17
1566,227841.56
1567,73967.82
1568,223089.61
1569,127244.85
1570,129897.29
1571,81801.93
1572,140850.84
1573,252044.11
1574,136855.56
1575,234944.11
1576,230874.08
1577,183421.27
1578,160434.27
1579,148256.72
1580,191767.4
1581,155598.12
1582,139142.42
1583,273285.22
1584,219114.8
1585,135772.14
1586,76034.1
1587,113048.914
1588,155249.58
1589,104284.57
1590,126614.13
1591,86831.96
1592,129650.07
1593,138290.62
1594,150893.89
1595,118785.27
1596,225375.98
1597,209582.16
1598,213653.62
1599,184380.0
1600,165897.22
1601,50830.957
1602,126275.15
1603,53208.457
1604,275718.78
1605,223760.42
1606,156152.95
1607,162044.11
1608,206157.02
1609,188253.88
1610,151187.19
1611,130174.27
1612,180935.61
1613,160300.1
1614,137079.27
1615,95841.33
1616,71441.29
1617,82793.195
1618,136157.62
1619,143040.66
1620,168532.52
1621,127429.98
1622,148639.17
1623,251647.44
1624,199024.11
1625,115315.03
1626,168999.92
1627,187290.44
1628,276505.97
1629,183051.9
1630,357297.47
1631,257203.19
1632,247548.84
1633,182079.16
1634,184924.92
1635,172462.66
1636,147278.86
1637,198704.16
1638,171859.4
1639,180582.97
1640,233438.92
1641,181533.08
1642,259671.06
1643,214262.33
1644,236871.92
1645,212925.11
1646,159260.83
1647,159286.75
1648,127474.055
1649,128431.055
1650,117294.47
1651,116837.93
1652,100043.13
1653,97741.414
1654,144870.58
1655,129646.93
1656,141854.6
1657,156401.08
1658,148163.33
1659,125877.26
1660,149931.45
1661,423972.66
1662,389463.34
1663,384524.7
1664,487623.44
1665,334998.88
1666,318743.97
1667,368424.06
1668,365659.22
1669,327476.16
1670,364022.3
1671,267467.75
1672,400640.47
1673,293485.47
1674,248748.48
1675,204667.2
1676,209036.31
1677,216646.22
1678,464423.88
1679,386551.0
1680,339651.22
1681,283278.3
1682,323279.06
1683,193155.89
1684,169191.1
1685,172917.14
1686,165347.12
1687,166081.47
1688,180138.83
1689,186608.27
1690,191038.6
1691,180392.73
1692,255940.81
1693,174662.86
1694,183786.61
1695,173282.0
1696,256260.03
1697,181065.06
1698,334437.8
1699,331097.97
1700,274689.38
1701,282935.12
1702,229076.45
1703,226441.25
1704,266086.84
1705,248658.33
1706,223414.94
1707,227882.19
1708,202661.56
1709,247023.47
1710,223647.81
1711,273227.88
1712,252372.11
1713,282063.0
1714,220618.81
1715,210892.84
1716,181662.39
1717,175961.48
1718,149045.83
1719,222261.11
1720,208152.23
1721,147130.53
1722,115618.56
1723,149408.4
1724,214124.97
1725,244335.11
1726,186389.4
1727,163093.4
1728,158601.83
1729,175585.05
1730,158969.44
1731,115123.85
1732,132334.47
1733,114197.53
1734,124001.016
1735,99021.23
1736,95627.83
1737,280132.72
1738,274470.4
1739,254377.22
1740,212671.67
1741,187504.58
1742,177779.16
1743,170561.95
1744,359748.28
1745,217917.89
1746,209737.95
1747,214507.05
1748,223793.58
1749,135951.14
1750,127089.81
1751,226539.62
1752,115646.38
1753,154480.31
1754,195335.86
1755,170135.06
1756,144447.33
1757,120960.445
1758,147915.53
1759,164822.84
1760,157559.53
1761,150594.05
1762,192076.95
1763,178834.23
1764,116284.08
1765,182532.0
1766,193312.88
1767,220952.38
1768,138489.42
1769,163446.45
1770,151606.25
1771,123649.875
1772,135416.9
1773,112675.88
1774,151403.81
1775,146538.75
1776,142190.89
1777,112549.35
1778,147122.2
1779,132305.67
1780,162502.77
1781,127151.48
1782,74017.96
1783,140206.7
1784,96052.64
1785,137977.2
1786,130224.73
1787,156001.22
1788,50487.934
1789,99950.61
1790,68738.86
1791,197464.19
1792,164467.6
1793,132053.53
1794,165186.78
1795,136678.23
1796,149038.23
1797,119634.47
1798,124925.88
1799,105086.07
1800,127212.57
1801,127024.98
1802,118030.64
1803,158232.73
1804,122323.98
1805,135709.3
1806,125470.164
1807,145592.4
1808,119255.34
1809,134656.97
1810,141994.6
1811,120888.055
1812,109872.945
1813,144565.06
1814,104400.305
1815,53538.81
1816,98911.63
1817,107804.79
1818,171116.7
1819,134017.36
1820,27434.088
1821,115939.4
1822,153274.0
1823,38323.87
1824,132762.11
1825,148647.45
1826,97150.055
1827,109325.91
1828,143946.38
1829,139246.73
1830,151640.14
1831,156913.86
1832,38081.668
1833,152367.2
1834,112464.63
1835,109792.73
1836,134649.08
1837,81076.57
1838,121927.88
1839,118082.44
1840,161453.89
1841,128367.65
1842,71686.81
1843,131005.26
1844,161351.23
1845,149454.23
1846,153315.36
1847,165865.1
1848,39078.9
1849,116004.234
1850,117963.766
1851,141260.94
1852,114437.984
1853,111781.37
1854,162726.8
1855,154511.5
1856,218797.8
1857,136275.75
1858,148357.3
1859,114646.83
1860,140848.4
1861,113619.83
1862,308122.25
1863,295021.6
1864,295043.66
1865,362263.94
1866,344050.5
1867,213992.44
1868,283221.12
1869,207812.69
1870,218880.69
1871,264574.47
1872,173062.11
1873,237264.4
1874,145941.36
1875,192702.3
1876,201615.03
1877,204634.28
1878,195571.16
1879,139966.88
1880,133932.06
1881,238921.0
1882,231544.6
1883,179768.81
1884,200508.23
1885,222498.55
1886,284658.3
1887,216813.45
1888,254407.53
